,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
6368,Chrysler,Le Baron,1993,regular unleaded,100.0,4.0,OTHER,front wheel drive,2.0,Crossover,Compact,Convertible,24.0,18.0,1013.0,2000
6369,Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Coupe,26.0,18.0,1013.0,2000
6370,Chrysler,Le Baron,1993,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,26.0,21.0,1013.0,2000
6371,Chrysler,Le Baron,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Convertible,26.0,18.0,1013.0,2000
6372,Chrysler,Le Baron,1994,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Convertible,26.0,18.0,1013.0,2000
6373,Chrysler,Le Baron,1994,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,24.0,18.0,1013.0,2000
6374,Chrysler,Le Baron,1994,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,Sedan,26.0,18.0,1013.0,2000
6375,Chrysler,Le Baron,1995,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Crossover,Compact,Convertible,26.0,18.0,1013.0,2000
6376,Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,34.0,25.0,210.0,2000
6377,Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,36.0,27.0,210.0,2000
6378,Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,36.0,27.0,210.0,2000
6379,Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,34.0,24.0,210.0,2000
6380,Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,26.0,210.0,2000
6381,Pontiac,Le Mans,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,37.0,26.0,210.0,2000
6382,Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,37.0,26.0,210.0,2000
6383,Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,34.0,24.0,210.0,2000
6384,Pontiac,Le Mans,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,Crossover,Compact,Coupe,37.0,26.0,210.0,2000
6385,Nissan,Leaf,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,35020
6386,Nissan,Leaf,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,32000
6387,Nissan,Leaf,2014,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,28980
6388,Nissan,Leaf,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,32100
6389,Nissan,Leaf,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,35120
6390,Nissan,Leaf,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,29010
6391,Nissan,Leaf,2015,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,32000
6392,Nissan,Leaf,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,126.0,2009.0,29010
6393,Nissan,Leaf,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,124.0,2009.0,34200
6394,Nissan,Leaf,2016,electric,249.38607007176023,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,101.0,124.0,2009.0,36790
6395,Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,26495
6396,Subaru,Legacy,2015,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,28.0,20.0,640.0,29595
6397,Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,26795
6398,Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,23495
6399,Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,21995
6400,Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,23795
6401,Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,21695
6402,Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,21745
6403,Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,26845
6404,Subaru,Legacy,2016,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,29.0,20.0,640.0,29945
6405,Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,23845
6406,Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,22045
6407,Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,27145
6408,Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,36.0,26.0,640.0,24145
6409,Subaru,Legacy,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,28.0,20.0,640.0,31640
6410,Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,34.0,25.0,640.0,23995
6411,Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,34.0,25.0,640.0,21995
6412,Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,34.0,25.0,640.0,25995
6413,Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Sedan,34.0,25.0,640.0,28840
6414,Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23.0,15.0,204.0,2000
6415,Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,204.0,2060
6416,Acura,Legend,1993,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23.0,15.0,204.0,2042
6417,Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,204.0,2000
6418,Acura,Legend,1993,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23.0,15.0,204.0,2000
6419,Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24.0,16.0,204.0,2181
6420,Acura,Legend,1994,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,204.0,2028
6421,Acura,Legend,1994,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,22.0,17.0,204.0,2063
6422,Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,16.0,204.0,2066
6423,Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24.0,16.0,204.0,2384
6424,Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,22.0,17.0,204.0,2356
6425,Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24.0,16.0,204.0,2506
6426,Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24.0,16.0,204.0,2265
6427,Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,22.0,17.0,204.0,2144
6428,Acura,Legend,1995,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,204.0,2135
6429,Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,16.0,204.0,2066
6430,Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,155.0,25645
6431,Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,155.0,31420
6432,Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,18.0,155.0,26040
6433,Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,18.0,155.0,32085
6434,Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,18.0,155.0,26725
6435,Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,18.0,155.0,32385
6436,Maserati,Levante,2017,premium unleaded (required),424.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,High-Performance",Large,4dr SUV,19.0,14.0,238.0,83000
6437,Maserati,Levante,2017,premium unleaded (required),345.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,Performance",Large,4dr SUV,20.0,14.0,238.0,72000
6438,Lexus,LFA,2012,premium unleaded (required),552.0,10.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16.0,11.0,454.0,375000
6439,Chrysler,LHS,1999,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24.0,16.0,1013.0,2000
6440,Chrysler,LHS,2000,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24.0,16.0,1013.0,2087
6441,Chrysler,LHS,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24.0,16.0,1013.0,28680
6442,Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Wagon,28.0,22.0,640.0,2000
6443,Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,29.0,22.0,640.0,2000
6444,Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Crossover,Compact,Wagon,26.0,21.0,640.0,2000
6445,Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Crossover,Compact,Sedan,26.0,21.0,640.0,2000
6446,Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Wagon,28.0,22.0,640.0,2000
6447,Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Crossover,Compact,Wagon,26.0,21.0,640.0,2000
6448,Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,Sedan,29.0,22.0,640.0,2000
6449,Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Crossover,Compact,Sedan,26.0,21.0,640.0,2000
6450,Subaru,Loyale,1994,regular unleaded,90.0,4.0,MANUAL,four wheel drive,4.0,Crossover,Compact,Wagon,26.0,21.0,640.0,2000
6451,Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,36400
6452,Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,41500
6453,Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,38900
6454,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,36600
6455,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,39100
6456,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,41700
6457,Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,36600
6458,Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,39100
6459,Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,24.0,17.0,258.0,41700
6460,Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17.0,12.0,258.0,48525
6461,Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17.0,12.0,258.0,54025
6462,Land Rover,LR3,2009,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17.0,12.0,258.0,45975
6463,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,14.0,258.0,49700
6464,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,14.0,258.0,59900
6465,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,14.0,258.0,54600
6466,Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,14.0,258.0,69279
6467,Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,14.0,258.0,60600
6468,Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,14.0,258.0,50400
6469,Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,14.0,258.0,55300
6470,Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,15.0,258.0,50400
6471,Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,15.0,258.0,55300
6472,Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19.0,15.0,258.0,60600
6473,Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23.0,17.0,454.0,4207
6474,Lexus,LS 400,1999,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,454.0,4556
6475,Lexus,LS 400,2000,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,454.0,5035
6476,Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,55375
6477,Lexus,LS 430,2005,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,56225
6478,Lexus,LS 430,2006,premium unleaded (required),278.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,56525
6479,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,82305
6480,Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24.0,16.0,454.0,84500
6481,Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24.0,16.0,454.0,78820
6482,Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24.0,16.0,454.0,72520
6483,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,75465
6484,Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,87500
6485,Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,75465
6486,Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24.0,16.0,454.0,78820
6487,Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24.0,16.0,454.0,72520
6488,Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,82305
6489,Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,82305
6490,Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24.0,16.0,454.0,72520
6491,Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24.0,16.0,454.0,78820
6492,Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,23.0,16.0,454.0,75465
6493,Lexus,LS 600h L,2014,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23.0,19.0,454.0,120060
6494,Lexus,LS 600h L,2015,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23.0,19.0,454.0,120440
6495,Lexus,LS 600h L,2016,premium unleaded (required),438.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance,Hybrid",Large,Sedan,23.0,19.0,454.0,120440
6496,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,17.0,61.0,36770
6497,Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23.0,15.0,61.0,43370
6498,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,17.0,61.0,36140
6499,Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,23.0,15.0,61.0,39970
6500,Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,17.0,61.0,32370
6501,Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22.0,16.0,61.0,43590
6502,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,17.0,61.0,32640
6503,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,17.0,61.0,36360
6504,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24.0,17.0,61.0,36990
6505,Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22.0,16.0,61.0,40190
6506,Lincoln,LS,2006,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23.0,16.0,61.0,39285
6507,Oldsmobile,LSS,1997,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,24.0,16.0,26.0,2136
6508,Oldsmobile,LSS,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,26.0,17.0,26.0,2080
6509,Oldsmobile,LSS,1998,regular unleaded,195.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,26.0,2283
6510,Oldsmobile,LSS,1998,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,25.0,16.0,26.0,2444
6511,Oldsmobile,LSS,1999,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,25.0,16.0,26.0,2681
6512,Oldsmobile,LSS,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Sedan,27.0,17.0,26.0,2356
6513,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Sedan,22.0,15.0,5657.0,2000
6514,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6515,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6516,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6517,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Sedan,22.0,15.0,5657.0,2000
6518,Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6519,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6520,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Sedan,22.0,15.0,5657.0,2000
6521,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6522,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Sedan,22.0,15.0,5657.0,2000
6523,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6524,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Sedan,22.0,15.0,5657.0,2000
6525,Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Large,Wagon,22.0,15.0,5657.0,2000
6526,Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Large,Sedan,22.0,15.0,155.0,40205
6527,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26.0,17.0,155.0,32520
6528,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26.0,17.0,155.0,29265
6529,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26.0,17.0,155.0,35770
6530,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26.0,17.0,155.0,33120
6531,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26.0,17.0,155.0,35270
6532,Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26.0,17.0,155.0,30770
